SK1,SK2,SB1,SB2,SG1,SY1,SY2,SY3,SO1,SP1,SV1,SR1,SR2,SR3,SW1,Base_A,Base_B,Base_C,UT578_A,UT578_AF,UT578_AS,UT6581,sum
0.0,0.0,0.0,0.0,0.0,207.6923076923077,638.2653846153846,0.0,0.0,0.0,0.0,0.0,246.98461538461535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1093.9423076923076
0.0,0.0,0.0,0.0,0.0,429.2307692307692,0.0,0.0,0.0,0.0,0.0,0.0,110.06923076923076,481.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1022.25
0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.3269230769231,0.0,0.0,0.0,278.43461538461537,0.0,0.0,25.596153846153847,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1051.3576923076923
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.18461538461537,396.9,472.36538461538464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1047.4499999999998
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.49615384615385,228.19230769230768,721.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1015.0384615384615
0.0,0.0,0.0,0.0,0.0,0.0,378.0807692307692,0.0,0.0,0.0,0.0,210.79230769230767,386.58461538461535,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,976.4576923076922
0.0,709.6153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.22307692307692,305.55,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1099.3884615384616
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.55,426.8538461538461,135.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,951.8538461538462
0.0,526.1538461538462,0.0,0.0,0.0,0.0,187.0076923076923,0.0,0.0,0.0,0.0,0.0,357.0538461538461,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1071.2153846153847
0.0,0.0,0.0,0.0,0.0,758.0769230769231,0.0,140.1730769230769,0.0,0.0,0.0,169.8923076923077,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1069.1423076923077
0.0,0.0,0.0,0.0,0.0,394.61538461538464,0.0,310.65384615384613,0.0,0.0,0.0,346.0769230769231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1052.3461538461538
0.0,214.6153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730.8,11.634615384615385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,958.05
0.0,0.0,0.0,0.0,0.0,0.0,508.1730769230769,0.0,0.0,0.0,0.0,358.66153846153844,0.0,170.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1037.9346153846152
0.0,0.0,0.0,0.0,0.0,349.61538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.65,481.67307692307696,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1055.9384615384615
0.0,0.0,0.0,0.0,0.0,519.2307692307693,93.50384615384615,0.0,0.0,0.0,0.0,369.6730769230769,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,983.4076923076923
0.0,0.0,0.0,0.0,0.0,789.2307692307693,0.0,0.0,0.0,0.0,0.0,1.573076923076923,0.0,0.0,311.8076923076923,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1103.6115384615384
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397.98846153846154,204.0307692307692,0.0,337.4038461538462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,940.4230769230769
0.0,280.3846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.573076923076923,0.0,790.65,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1073.6076923076923
0.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.2692307692308,0.0,0.0,1.0,0.0,0.0,0.0,0.0,972.2692307692307
0.0,225.0,0.0,0.0,0.0,0.0,353.6884615384615,0.0,0.0,0.0,0.0,379.11153846153843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,958.8
0.0,0.0,0.0,0.0,0.0,339.2307692307692,504.1076923076923,0.0,0.0,0.0,0.0,0.0,123.49230769230768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,967.8307692307692
0.0,0.0,0.0,0.0,0.0,0.0,418.7346153846154,37.88461538461539,0.0,0.0,0.0,0.0,0.0,0.0,490.9807692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,948.6
